text,label
Tôi muốn đặt một cái lịch hẹn nhé,dat_lich
đăng ký cuộc hẹn giúp tôi,dat_lich
Bye bye ạ,tam_biet
bạn cảm ơn,cam_on
Có thể giúp tôi đặt lịch không?,dat_lich
Xin đăng ký lịch vào thứ 2 tuần sau,dat_lich
Cảm ơn,cam_on
Tôi muốn đặt cuộc hẹn,dat_lich
Tôi muốn lên lịch lịch hẹn,dat_lich
Cám ơn sự giúp đỡ ạ,cam_on
Thanks rất nhiều,cam_on
Lặp lại được không? nhé,unknown
Thank you nhé,cam_on
Làm ơn tạo lịch cho tôi,dat_lich
Xin hỏi về thủ tục,hoi_thong_tin
rõ không rõ,unknown
Cảm ơn bạn nhiều nhé,cam_on
Kết thúc cuộc gọi,tam_biet
Tôi muốn đặt một cái lịch hẹn,dat_lich
Hẹn gặp lại nhé,tam_biet
Cảm ơn nha,cam_on
"Xin chào, tôi muốn hỏi thông tin ạ",hoi_thong_tin
Rất hữu ích,cam_on
Cho tôi rõ thêm chi tiết,hoi_thong_tin
Giải thích giúp tôi về vấn đề này,hoi_thong_tin
Chào tạm biệt,tam_biet
Có thể đăng ký cho tôi một cuộc hẹn không,dat_lich
"Xin chào, tôi muốn hỏi thông tin",hoi_thong_tin
biết không rõ,unknown
Tốt quá ạ,cam_on
Hay quá ạ,cam_on
Cho tôi hẹn vào 9h sáng mai ạ,dat_lich
Tôi có thể hẹn lịch được không,dat_lich
Tôi phải đi đây ạ,tam_biet
Thank you ạ,cam_on
Nói lại đi,unknown
Tôi muốn đặt một cái lịch hẹn ạ,dat_lich
Hẹn gặp sau,tam_biet
Thông tin về lịch làm việc,hoi_thong_tin
Nói lại đi ơi,unknown
Cám ơn ạ,cam_on
Tôi muốn tìm hiểu về dịch vụ,hoi_thong_tin
nhiều tốt quá,cam_on
Đặt lịch hẹn khám bệnh,dat_lich
rõ lại được không,unknown
"Xin chào, tôi muốn hỏi thông tin nhé",hoi_thong_tin
Rất hữu ích nhé,cam_on
Tạm biệt nhé,tam_biet
Kết thúc cuộc gọi ạ,tam_biet
Chào ạ,tam_biet
Chi phí dịch vụ ra sao?,hoi_thong_tin
Tôi không hiểu,unknown
Đặt lịch hẹn khám bệnh nhé,dat_lich
Tôi cần một cuộc hẹn gấp,dat_lich
Tôi rõ bối rối,unknown
Tôi đang nghe,unknown
Bạn nói gì tôi không nghe rõ,unknown
Chào tạm biệt nhé,tam_biet
Tôi phải đi đây nhé,tam_biet
Cái này là sao?,unknown
Book lịch giúp tôi nhé,dat_lich
Tôi định book cuộc hẹn,dat_lich
Cho tôi biết thêm chi tiết nhé,hoi_thong_tin
Hẹn gặp sau nhé,tam_biet
Cảm ơn ,cam_on
Giúp tôi đặt lịch hẹn,dat_lich
Giải thích giúp tôi về vấn đề này ạ,hoi_thong_tin
Tạm biệt ơi,tam_biet
nhiều cảm ơn,cam_on
Bye bye,tam_biet
 bye,tam_biet
Sản phẩm này giá bao nhiêu? nhé,hoi_thong_tin
Xin hỏi về chính sách,hoi_thong_tin
Tôi bị lạc đề rồi nhé,unknown
sản phẩm như thế nào,hoi_thong_tin
Chào nhé ạ,tam_biet
Sản phẩm này giá bao nhiêu? ạ,hoi_thong_tin
Quy trình đăng ký thế nào?,hoi_thong_tin
Tôi đang bối rối quá,unknown
Đặt lịch hẹn khám bệnh ạ,dat_lich
"Xin chào, tôi muốn muốn biết thông tin",hoi_thong_tin
Tạm biệt,tam_biet
Tạm biệt nha,tam_biet
Cảm ơn nhé,cam_on
Xin book lịch vào thứ 2 tuần sau,dat_lich
Giỏi lắm ạ,cam_on
Chào ,tam_biet
Cho tôi hẹn vào 9h sáng mai,dat_lich
Tôi muốn tìm hiểu quy trình,hoi_thong_tin
Thanks ạ,cam_on
Rất hữu ích ạ,cam_on
Cảm ơn ạ,cam_on
Tôi không hiểu nhé,unknown
biết lại được không,unknown
Không rõ lắm nhé,unknown
Không biết phải làm sao,unknown
điều kiện ra sao,hoi_thong_tin
Tuyệt vời,cam_on
Chào nha,tam_biet
Có thể giúp tôi book lịch không?,dat_lich
Bye bye nhé,tam_biet
Giải thích giúp tôi về vấn đề này nhé,hoi_thong_tin
Bạn nói gì tôi không nghe rõ nhé,unknown
Cho tôi hẹn vào 9h sáng mai nhé,dat_lich
Hả? ạ,unknown
Goodbye ạ,tam_biet
Lặp lại được không? ơi,unknown
