text,label
Cách tìm đến địa chỉ,hoi_dia_chi
Cần người hỗ trợ nhé,yeu_cau_ho_tro
Không đồng ý ạ,tu_choi
Tôi cần sự giúp đỡ,yeu_cau_ho_tro
xác nhận đúng vậy,xac_nhan
Cám ơn sự giúp đỡ,cam_on
Cảm ơn nhé,cam_on
Các bạn ở đâu? nhé,hoi_dia_chi
Tôi bị lừa,khieu_nai
Tôi đồng ý nhé,xac_nhan
Tôi OK điều đó,xac_nhan
Tôi bị lạc đề rồi,unknown
Chất lượng kém,khieu_nai
OK nhé,xac_nhan
Tôi không chấp nhận,tu_choi
Sản phẩm có vấn đề,khieu_nai
Không cần,tu_choi
Thứ 7 có làm việc không?,hoi_gio_lam_viec
Tôi muốn biết địa chỉ,hoi_dia_chi
Tạm biệt bye,tam_biet
Không được,tu_choi
thế nào có làm việc không,hoi_gio_lam_viec
Giờ làm việc của các bạn nhé,hoi_gio_lam_viec
Thời gian làm việc ạ,hoi_gio_lam_viec
Cảm ơn nhé,cam_on
Tôi định book cuộc hẹn,dat_lich
Đặt lịch hẹn khám bệnh ạ,dat_lich
Giờ làm việc thứ 7,hoi_gio_lam_viec
Goodbye ạ,tam_biet
Thời gian làm việc nhé,hoi_gio_lam_viec
Giờ làm việc của các bạn,hoi_gio_lam_viec
Tôi biết bối rối,unknown
Hẹn gặp lại ơi,tam_biet
Tôi không hài lòng,khieu_nai
thế nào mấy giờ,hoi_gio_lam_viec
Tôi gặp vấn đề nhé,yeu_cau_ho_tro
Cần hỗ trợ,yeu_cau_ho_tro
Các bạn mở cửa lúc mấy giờ? nhé,hoi_gio_lam_viec
Đúng rồi nhé,xac_nhan
Không ạ,tu_choi
Goodbye,tam_biet
Cảm ơn bạn nhiều nhé,cam_on
Tôi phải đi đây nhé,tam_biet
Tôi không muốn ạ,tu_choi
Tôi xác nhận nhé,xac_nhan
Không rõ lắm ạ,unknown
Cảm ơn,cam_on
Tôi đồng ý,xac_nhan
Tôi muốn biết địa điểm,hoi_dia_chi
Tôi muốn biết cơ sở,hoi_dia_chi
Hay quá,cam_on
Tôi có ý định phàn nàn,khieu_nai
Lặp lại được không? nhé,unknown
Tôi có ý định biết địa chỉ,hoi_dia_chi
rất nhiều hay lắm,cam_on
Địa chỉ của các bạn,hoi_dia_chi
Giải thích giúp tôi về vấn đề này,hoi_thong_tin
Tôi gặp vấn đề,yeu_cau_ho_tro
Tôi muốn hỏi về chi phí,hoi_thong_tin
Thời gian làm việc,hoi_gio_lam_viec
Hả?,unknown
Tôi từ chối,tu_choi
Hẹn gặp lại nha,tam_biet
Cám ơn sự giúp đỡ nhé,cam_on
Cho tôi hẹn vào 9h sáng mai ạ,dat_lich
Xin đăng ký lịch,dat_lich
Giúp tôi hẹn lịch hẹn,dat_lich
nhé tạm biệt,tam_biet
Cám ơn bạn,cam_on
Dịch vụ không tốt,khieu_nai
Tọa độ ạ,hoi_dia_chi
Vâng ạ ơi,xac_nhan
Tôi đang hiểu,unknown
Sản phẩm này giá bao nhiêu? nhé,hoi_thong_tin
Không,tu_choi
Tôi bị lừa ạ,khieu_nai
Cơ sở nào gần tôi nhất?,hoi_dia_chi
Tạm biệt nhé,tam_biet
Sản phẩm này giá bao nhiêu?,hoi_thong_tin
cơ sở gần nhất,hoi_dia_chi
Đồng ý,xac_nhan
Làm việc từ mấy giờ đến mấy giờ?,hoi_gio_lam_viec
Không đồng ý với điều đó,tu_choi
Không chuyên nghiệp,khieu_nai
Tôi muốn đặt cuộc hẹn,dat_lich
từ chối ạ,tu_choi
Không chuyên nghiệp nhé,khieu_nai
Nói lại đi ơi,unknown
OK với đề xuất,xac_nhan
Tôi định khiếu nại,khieu_nai
Xác nhận,xac_nhan
Tôi phải đi đây ạ,tam_biet
Tôi không hiểu nhé,unknown
Buổi chiều có làm việc không?,hoi_gio_lam_viec
Tôi xác nhận ạ,xac_nhan
Giải thích giúp tôi về vấn đề này nhé,hoi_thong_tin
Thông tin về lịch làm việc,hoi_thong_tin
Tôi có thể hẹn lịch được không?,dat_lich
Tôi không muốn nhé,tu_choi
Đúng rồi,xac_nhan
thất vọng,khieu_nai
Tôi có thể lên lịch lịch được không?,dat_lich
Giúp tôi với ạ,yeu_cau_ho_tro
Đồng ý nhé,xac_nhan
Không phải ạ,tu_choi
Chủ nhật có mở cửa không?,hoi_gio_lam_viec
Hẹn gặp lại,tam_biet
Không đúng cam kết,khieu_nai
Tuyệt vời ạ,cam_on
Tôi cần tư vấn về điều kiện,hoi_thong_tin
Rất hữu ích ạ,cam_on
Giỏi lắm,cam_on
Book lịch giúp tôi nhé,dat_lich
Văn phòng ở đâu?,hoi_dia_chi
Cho tôi biết thêm chi tiết nhé,hoi_thong_tin
Mấy giờ mở cửa? nhé,hoi_gio_lam_viec
Tôi cần tạo một cuộc hẹn,dat_lich
Cảm ơn ạ,cam_on
"Xin chào, tôi muốn hỏi thông tin",hoi_thong_tin
Hỗ trợ khẩn cấp,yeu_cau_ho_tro
Địa chỉ chi nhánh,hoi_dia_chi
OK đúng vậy,xac_nhan
Tôi từ chối ạ,tu_choi
Tôi không hài lòng,khieu_nai
Địa chỉ cụ thể,hoi_dia_chi
Đúng rồi ạ,xac_nhan
Tôi xác nhận,xac_nhan
Tôi đồng ý với điều đó,xac_nhan
Lịch làm việc của bạn,hoi_gio_lam_viec
Giúp tôi với,yeu_cau_ho_tro
Từ chối,tu_choi
giúp đỡ tôi,yeu_cau_ho_tro
Tôi cần trợ giúp,yeu_cau_ho_tro
Làm việc từ mấy giờ đến mấy giờ? nhé,hoi_gio_lam_viec
Địa chỉ cụ thể là gì? ạ,hoi_dia_chi
Không phải nhé,tu_choi
OK,xac_nhan
Kết thúc đi,tam_biet
Tôi muốn tìm hiểu về dịch vụ,hoi_thong_tin
đúng với đề xuất,xac_nhan
Bye bye ạ,tam_biet
Lịch làm việc nhé,hoi_gio_lam_viec
hủy bỏ nữa,tu_choi
Tôi đang nghe rõ,unknown
Sản phẩm này giá bao nhiêu? ạ,hoi_thong_tin
Cho tôi hẹn vào 9h sáng mai,dat_lich
Cần tư vấn,yeu_cau_ho_tro
Chi phí dịch vụ ra sao?,hoi_thong_tin
Tôi không hiểu,unknown
Vâng ạ,xac_nhan
Cho tôi hẹn vào 9h sáng mai nhé,dat_lich
Tôi hủy bỏ điều đó,tu_choi
Quá tệ,khieu_nai
Tôi đang nghe,unknown
Tôi muốn biết cụ thể,hoi_dia_chi
Tôi định tìm hiểu về dịch vụ,hoi_thong_tin
Các bạn ở đâu? ơi,hoi_dia_chi
Không đồng ý nhé,tu_choi
Không phải,tu_choi
Tôi muốn hẹn cuộc hẹn,dat_lich
chủ nhật mấy giờ,hoi_gio_lam_viec
Tôi đang bối rối quá,unknown
Tôi có ý định hoàn tiền,khieu_nai
không nữa,tu_choi
Kết thúc cuộc gọi,tam_biet
Địa điểm của các bạn,hoi_dia_chi
Giúp tôi với nhé,yeu_cau_ho_tro
Thanks bạn,cam_on
Làm việc từ mấy giờ đến mấy giờ? ạ,hoi_gio_lam_viec
Tôi gặp vấn đề ạ,yeu_cau_ho_tro
Lịch làm việc ạ,hoi_gio_lam_viec
Không đồng ý,tu_choi
Giải thích giúp tôi về vấn đề này ạ,hoi_thong_tin
Tôi bị lừa,khieu_nai
Cho tôi biết về dịch vụ,hoi_thong_tin
 bye,tam_biet
Tạm biệt ơi,tam_biet
Tôi cần hỗ trợ nhé,yeu_cau_ho_tro
Hẹn gặp lại bye,tam_biet
Chào nhé,tam_biet
Tôi muốn hỏi về giá cả,hoi_thong_tin
Quy trình đăng ký thế nào?,hoi_thong_tin
Văn phòng ở đâu? ạ,hoi_dia_chi
Được ạ,xac_nhan
No,tu_choi
Làm ơn hẹn lịch cho tôi,dat_lich
Thứ 7 có làm việc không? ạ,hoi_gio_lam_viec
Tạm biệt,tam_biet
Tôi thôi,tu_choi
bye tạm biệt,tam_biet
Tôi muốn khiếu nại ơi,khieu_nai
Giờ nghỉ trưa là lúc nào?,hoi_gio_lam_viec
Làm ơn giúp tôi,yeu_cau_ho_tro
Địa chỉ của các bạn nhé,hoi_dia_chi
Tôi từ chối nhé,tu_choi
Thời gian làm việc cụ thể,hoi_gio_lam_viec
bạn nhiều hay lắm,cam_on
Cảm ơn nhiều,cam_on
Tuyệt vời nhé,cam_on
Cho tôi địa chỉ ạ,hoi_dia_chi
Hả? nhé,unknown
Tôi muốn hoàn tiền,khieu_nai
Không biết phải làm sao,unknown
Đường đi như thế nào?,hoi_dia_chi
Đồng ý với đề xuất,xac_nhan
Tuyệt vời,cam_on
trợ giúp tôi,yeu_cau_ho_tro
Xin lên lịch lịch vào thứ 2 tuần sau,dat_lich
Kết thúc đi nhé,tam_biet
Thông tin về chính sách,hoi_thong_tin
Tôi bị lạc đề rồi nhé,unknown
Không cần nhé,tu_choi
Cho tôi văn phòng,hoi_dia_chi
Cần giúp đỡ,yeu_cau_ho_tro
Tôi đang bối rối quá ạ,unknown
